Region,HEI Name,HEI Type
04 - CALABARZON,Cavite State University-Imus,SUC
04 - CALABARZON,Cavite State University-Naic,SUC
04 - CALABARZON,Cavite State University-Rosario,SUC
04 - CALABARZON,Cavite State University-Silang Campus,SUC
04 - CALABARZON,Cavite State University-Tanza Campus,SUC
04 - CALABARZON,Cavite State University-Trece Martires City,SUC
04 - CALABARZON,Cavite West Point College,Private HEI
04 - CALABARZON,CITI Global College Inc. - Biñan,Private HEI
04 - CALABARZON,CITI Global College Inc. - Cabuyao,Private HEI
04 - CALABARZON,City College of Calamba,LUC
04 - CALABARZON,City College of Tagaytay,LUC
04 - CALABARZON,Colegio de Amore,Private HEI
04 - CALABARZON,Colegio de Los Baños,Private HEI
04 - CALABARZON,Colegio de Montalban,LUC
04 - CALABARZON,Colegio de Porta Vaga,Private HEI
04 - CALABARZON,"Colegio De San Juan De Letran Calamba, Inc.",Private HEI
04 - CALABARZON,"Colegio De San Pedro, Inc",Private HEI
04 - CALABARZON,Colegio de Santo Cristo de Burgos Corporation,Private HEI
04 - CALABARZON,Colegio de Sto. Domingo de Silos Inc.,Private HEI
04 - CALABARZON,Colegio ng Lungsod ng Batangas,LUC
04 - CALABARZON,"College of Saint John Paul (II) Arts And Sciences, Inc.",Private HEI
04 - CALABARZON,"CSTC College of Sciences, Technology and Communications, Inc.-Atimonan",Private HEI
04 - CALABARZON,"CSTC College of Sciences, Technology and Communications, Inc.-Sariaya",Private HEI
04 - CALABARZON,"CVE Colleges, Inc.",Private HEI
04 - CALABARZON,"Daehan College of Business and Technology, Inc.",Private HEI
04 - CALABARZON,Dalubhasaan ng Lungsod ng Lucena,LUC
04 - CALABARZON,Dalubhasaan ng Lunsod ng San Pablo,LUC
04 - CALABARZON,"De La Salle College of Saint Benilde, Inc.-Antipolo",Private HEI
04 - CALABARZON,"De La Salle Lipa, Inc.",Private HEI
04 - CALABARZON,De La Salle Medical and Health Sciences Institute,PRIVATE HEI
04 - CALABARZON,De La Salle University-Dasmariñas,Private HEI
04 - CALABARZON,Deaf Evangelistic Alliance Foundation,Private HEI
04 - CALABARZON,DMMC Institute of Health Sciences,Private HEI
04 - CALABARZON,"Don Bosco College, Inc.",Private HEI
04 - CALABARZON,Dr. Francisco L. Calingasan Memorial Colleges Foundation Inc.,Private HEI
04 - CALABARZON,East Systems Colleges of Rizal,Private HEI
04 - CALABARZON,Eastern Quezon College,Private HEI
04 - CALABARZON,Emilio Aguinaldo Educational Corporation-Emilio Aguinaldo College,Private HEI
04 - CALABARZON,Eulogio Amang Rodriguez Institute of Science and Technology-Cavite,SUC
04 - CALABARZON,"Far Eastern College-Silang, Inc.",Private HEI
04 - CALABARZON,Far Eastern Polytechnic College,Private HEI
04 - CALABARZON,"FEU Roosevelt, Inc.",Private HEI
04 - CALABARZON,First Asia Institute of Technology and Humanities,Private HEI
04 - CALABARZON,Golden Gate Colleges,Private HEI
04 - CALABARZON,Grabsum School Inc.,Private HEI
04 - CALABARZON,Granby Colleges of Science and Technology Inc.,Private HEI
04 - CALABARZON,Guang Ming College,Private HEI
04 - CALABARZON,Guardians Bona Fide for Hope Foundation,Private HEI
04 - CALABARZON,Guinayangan College Foundation Inc.,Private HEI
04 - CALABARZON,Harris Memorial College,Private HEI
04 - CALABARZON,Holy Child Jesus College,Private HEI
04 - CALABARZON,"ICCT Colleges Foundation, Inc.-Antipolo",Private HEI
04 - CALABARZON,"ICCT Colleges Foundation, Inc.-Binangonan",Private HEI
04 - CALABARZON,"ICCT Colleges Foundation, Inc.-Cainta",Private HEI
04 - CALABARZON,"ICCT Colleges Foundation, Inc.-San Mateo",Private HEI
04 - CALABARZON,"ICCT Colleges Foundation, Inc.-Taytay",Private HEI
04 - CALABARZON,ICT-ED Institute of Science and Technology Inc.,Private HEI
04 - CALABARZON,IETI College of Science and Technology,Private HEI
04 - CALABARZON,"Immaculate Conception College of Balayan, Inc.",Private HEI
04 - CALABARZON,Imus Institute of Science and Technology,Private HEI
04 - CALABARZON,"Inter-Global College Foundation, Inc.",Private HEI
04 - CALABARZON,International Christian College of Manila,Private HEI
04 - CALABARZON,"International Peace Leadership College, Inc.",Private HEI
04 - CALABARZON,"ISHRM School System-Bacoor, Inc.",Private HEI
04 - CALABARZON,"Jesus Reigns Christian College-Amadeo Foundation, Inc.",Private HEI
04 - CALABARZON,Kolehiyo ng Lungsod ng Lipa,LUC
04 - CALABARZON,"Kurios Christian Colleges Foundation, Inc.",Private HEI
04 - CALABARZON,La Consolacion College Biñan,Private HEI
04 - CALABARZON,La Consolacion College Tanauan,Private HEI
04 - CALABARZON,Laguna College,Private HEI
04 - CALABARZON,"Laguna College of Business and Arts, Inc.",Private HEI
04 - CALABARZON,Laguna Northwestern College,Private HEI
04 - CALABARZON,Laguna State Polytechnic University,SUC
04 - CALABARZON,Laguna State Polytechnic University-Los Baños,SUC
04 - CALABARZON,Laguna State Polytechnic University-San Pablo City,SUC
04 - CALABARZON,Laguna State Polytechnic University-Siniloan,SUC
04 - CALABARZON,Laguna University,LUC
04 - CALABARZON,"Lemery Colleges, Inc.",Private HEI
04 - CALABARZON,"Leon Guinto Memorial College, Inc.",Private HEI
04 - CALABARZON,Lipa City Colleges,Private HEI
04 - CALABARZON,"LPU-St. Cabrini School of Health Sciences, Inc.",Private HEI
04 - CALABARZON,Lyceum of the Philippines University-Batangas,Private HEI
04 - CALABARZON,Lyceum of the Philippines-Cavite,Private HEI
04 - CALABARZON,Lyceum of the Philippines-Laguna,Private HEI
04 - CALABARZON,Mabini College of Batangas,Private HEI
04 - CALABARZON,Manuel S. Enverga Institute Foundation-San Antonio,Private HEI
04 - CALABARZON,"Manuel S. Enverga University Foundation, Catanauan, Inc.",Private HEI
04 - CALABARZON,"Manuel S. Enverga University Foundation, Inc.",Private HEI
04 - CALABARZON,"Manuel S. Enverga University Foundation-Candelaria, Inc.",Private HEI
04 - CALABARZON,"Mapua Malayan Colleges Laguna, Inc.",Private HEI
04 - CALABARZON,"Marasigan Institute Of Science And Technology (M.I.S.T.), Inc.",Private HEI
04 - CALABARZON,Marcelino Fule Memorial College,Private HEI
04 - CALABARZON,Maryhill College,Private HEI
04 - CALABARZON,Mater Redemptoris Collegium,Private HEI
04 - CALABARZON,"MOL Magsaysay Maritime Academy, Inc.",Private HEI
04 - CALABARZON,Mt. St. Aloysius Seminary,Private HEI
04 - CALABARZON,National College of Business and Arts-Taytay,Private HEI
04 - CALABARZON,"National College of Science and Technology (NCST) Dasmariñas, Cavite, Inc.",Private HEI
04 - CALABARZON,New Era University-Baras Campus,Private HEI
04 - CALABARZON,New Era University-Lipa Campus,Private HEI
04 - CALABARZON,"New Sinai School and Colleges Sta. Rosa, Inc.",Private HEI
04 - CALABARZON,"Northern Quezon College, Inc.",Private HEI
04 - CALABARZON,"Nova Schola Tanauan, Inc.",Private HEI
04 - CALABARZON,NU Dasmariñas,Private HEI
04 - CALABARZON,"NU Sports Academy, Inc.",Private HEI
04 - CALABARZON,NYK-TDG Maritime Academy,Private HEI
04 - CALABARZON,Oblates of Saint Joseph College of Philosophy,Private HEI
04 - CALABARZON,"Olinsterg College, Inc.",Private HEI
04 - CALABARZON,Olivarez College-Tagaytay,Private HEI
04 - CALABARZON,One Cainta College,LUC
04 - CALABARZON,Our Lady of Assumption College of Laguna,Private HEI
04 - CALABARZON,Our Lady of Fatima University Laguna Inc.,Private HEI
04 - CALABARZON,Our Lady of Fatima University-Antipolo,Private HEI
04 - CALABARZON,"Paete Science and Business College, Inc.",Private HEI
04 - CALABARZON,Pamantasan ng Cabuyao,LUC
04 - CALABARZON,Pambayang Kolehiyo ng Mauban,LUC
04 - CALABARZON,"Philippine Best Training Systems Colleges, Inc.",Private HEI
04 - CALABARZON,Philippine International College,Private HEI
04 - CALABARZON,Philippine Normal University-Lopez,SUC
04 - CALABARZON,Philippine State College of Aeronautics-Fernando Air Base,SUC
04 - CALABARZON,"Philippine Women's University Career Development and Continuing Education Center Sta. Cruz Laguna, Inc.",Private HEI
04 - CALABARZON,PIMSAT Colleges Inc.-Bacoor,Private HEI
04 - CALABARZON,PNTC Colleges Inc.,Private HEI
04 - CALABARZON,Polytechnic University of the Philippines-Alfonso,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Biñan,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Calauan,SUC
04 - CALABARZON,"Polytechnic University of the Philippines-General Luna, Quezon",SUC
04 - CALABARZON,Polytechnic University of the Philippines-Lopez,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Maragondon,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Mulanay,SUC
04 - CALABARZON,Polytechnic University of the Philippines-San Pedro,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Sta. Rosa,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Sto. Tomas,SUC
04 - CALABARZON,Polytechnic University of the Philippines-Unisan,SUC
04 - CALABARZON,Power School of Technology,Private HEI
04 - CALABARZON,"QCRS College, Inc.",Private HEI
04 - CALABARZON,Quezonian Educational College,Private HEI
04 - CALABARZON,Red Link Institute of Science & Technology Corp.,Private HEI
04 - CALABARZON,Renaissance School of Science and Technology Inc.,Private HEI
04 - CALABARZON,Rizal College of Laguna,Private HEI
04 - CALABARZON,Rizal College of Taal,Private HEI
04 - CALABARZON,Rogationist College Inc.,Private HEI
04 - CALABARZON,"Royal British College, Inc.",Private HEI
04 - CALABARZON,Sacred Heart College,Private HEI
04 - CALABARZON,"Saint Benilde International School (Calamba), Inc.",Private HEI
04 - CALABARZON,Saint Francis Institute of Computer Studies,Private HEI
04 - CALABARZON,"Saint Francis of Assisi College, Inc.",Private HEI
04 - CALABARZON,Saint Joseph College of Rosario Batangas Inc.,Private HEI
04 - CALABARZON,Saint Michael's College of Laguna,Private HEI
04 - CALABARZON,Saint Peter's School (Calauag) Inc.,Private HEI
04 - CALABARZON,"Saints John and Paul Educational Foundation, Inc.",Private HEI
04 - CALABARZON,San Antonio de Padua College,Private HEI
04 - CALABARZON,San Ildefonso College,Private HEI
04 - CALABARZON,San Mateo Municipal College,LUC
04 - CALABARZON,San Pablo Colleges,Private HEI
04 - CALABARZON,San Pedro College of Business Administration,Private HEI
04 - CALABARZON,San Sebastian College-Recoletos - Canlubang,Private HEI
04 - CALABARZON,San Sebastian College-Recoletos de Cavite,Private HEI
04 - CALABARZON,Siena College of Taytay,Private HEI
04 - CALABARZON,"Southbay Montessori School and Colleges, Inc.",Private HEI
04 - CALABARZON,"Southdale International School of Science, Arts and Technology",Private HEI
04 - CALABARZON,Southern Luzon State University,SUC
04 - CALABARZON,Southern Luzon State University-Alabat,SUC
04 - CALABARZON,Southern Luzon State University-Catanauan,SUC
04 - CALABARZON,Southern Luzon State University-Gumaca Campus,SUC
04 - CALABARZON,Southern Luzon State University-Infanta,SUC
04 - CALABARZON,Southern Luzon State UniversityLucena,SUC
04 - CALABARZON,Southern Luzon State University-Polilio,SUC
04 - CALABARZON,Southern Luzon State University-Tagkawayan,SUC
04 - CALABARZON,Southern Luzon State University-Tayabas,SUC
04 - CALABARZON,Southern Luzon State University-Tiaong Campus,SUC
04 - CALABARZON,Southern Philippines Institute of Science and Technology,Private HEI
04 - CALABARZON,"St. Anne College Lucena, Inc.",Private HEI
04 - CALABARZON,St. Augustine School of Nursing-Lipa,Private HEI
04 - CALABARZON,St. Bridget College,Private HEI
04 - CALABARZON,St. Dominic College of Asia,Private HEI
04 - CALABARZON,St. Francis de Sales Major Seminary,Private HEI
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts Inc.-CABUYAO,Private HEI
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts Inc.-Sta.Rosa,Private HEI
04 - CALABARZON,"St. John Bosco College of Tayabas, Inc.",Private HEI
04 - CALABARZON,St. John Colleges,Private HEI
04 - CALABARZON,St. Joseph College of Cavite Incorporated,Private HEI
04 - CALABARZON,"St. Joseph's College of Rodriguez, Inc.",Private HEI
04 - CALABARZON,St. Jude College Dasmariñas Cavite Inc.,Private HEI
04 - CALABARZON,"St. Louis Anne Colleges of San Pedro, Laguna Inc.",Private HEI
04 - CALABARZON,St. Mary Magdalene Colleges of Laguna,Private HEI
04 - CALABARZON,St. Matthew College,Private HEI
04 - CALABARZON,St. Vincent College of Cabuyao,Private HEI
04 - CALABARZON,Sta. Teresa College,Private HEI
04 - CALABARZON,STI College Bacoor Inc.,Private HEI
04 - CALABARZON,"STI College Balayan, Inc.",Private HEI
04 - CALABARZON,"STI College Batangas, Inc.",Private HEI
04 - CALABARZON,"STI College Dasmariñas, Inc.",Private HEI
04 - CALABARZON,"STI College Rosario, Cavite, Inc.",Private HEI
04 - CALABARZON,"STI College Santa Rosa, Inc.",Private HEI
04 - CALABARZON,"STI College Tagaytay, Inc.",Private HEI
04 - CALABARZON,"STI College Tanauan, Inc.",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-Calamba",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-Carmona",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.Lucena",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-Ortigas-Cainta",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-San Pablo",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-Sta. Cruz",Private HEI
04 - CALABARZON,"STI Education Services Group, Inc.-Tanay",Private HEI
04 - CALABARZON,"STI Lipa, Inc.",Private HEI
04 - CALABARZON,Sumulong College of Arts & Sciences (SCAS) Incorporated,Private HEI
04 - CALABARZON,Tanauan City College,LUC
04 - CALABARZON,"Tanauan Institute, Inc.",Private HEI
04 - CALABARZON,Tayabas Western Academy,Private HEI
04 - CALABARZON,Technological University of the Philippines-Cavite,SUC
04 - CALABARZON,Teodoro M. Luansing College of Rosario,Private HEI
04 - CALABARZON,The Bearer of Light and Wisdom Colleges Inc.,Private HEI
04 - CALABARZON,Tomas Claudio Colleges,Private HEI
04 - CALABARZON,Trace College,Private HEI
04 - CALABARZON,Trece Martires City College,LUC
04 - CALABARZON,Trimex Colleges,Private HEI
04 - CALABARZON,"Unciano Colleges, Inc.",Private HEI
04 - CALABARZON,Unida Christian Colleges,Private HEI
04 - CALABARZON,Union College of Laguna,Private HEI
04 - CALABARZON,"University of Batangas, Inc.",Private HEI
04 - CALABARZON,University of Batangas-Lipa Campus,Private HEI
04 - CALABARZON,University of Perpetual Help System Dalta-Calamba,Private HEI
04 - CALABARZON,University of Perpetual Help System Dalta-Molino Campus,Private HEI
04 - CALABARZON,"University of Perpetual Help System-Dr. Jose G. Tamayo Medical University, Inc.",Private HEI
04 - CALABARZON,University of Perpetual Help System-GMA Campus,Private HEI
04 - CALABARZON,University of Perpetual Help System-Laguna,Private HEI
04 - CALABARZON,University of Rizal System,SUC
04 - CALABARZON,University of Rizal System-Angono,SUC
04 - CALABARZON,University of Rizal System-Antipolo,SUC
04 - CALABARZON,University of Rizal System-Binangonan,SUC
04 - CALABARZON,University of Rizal System-Cainta,SUC
04 - CALABARZON,University of Rizal System-Cardona,SUC
04 - CALABARZON,University of Rizal System-Morong,SUC
04 - CALABARZON,University of Rizal System-Pililia,SUC
04 - CALABARZON,University of Rizal System-Rodriguez,SUC
04 - CALABARZON,University of Rizal System-Taytay,SUC
04 - CALABARZON,University of the Philippines-Los Baños,SUC
04 - CALABARZON,University of the Philippines-Open University,SUC
04 - CALABARZON,West Point College-Magallanes,Private HEI
04 - CALABARZON,Western Colleges Inc.,Private HEI
04 - CALABARZON,Westmead International School,Private HEI
04 - CALABARZON,World Citi Colleges-Antipolo City,Private HEI
05 - Bicol Region,ACLC College of Daet,Private HEI
05 - Bicol Region,ACLC College of Iriga City,Private HEI
05 - Bicol Region,ACLC College of Sorsogon,Private HEI
05 - Bicol Region,Aemilianum College Inc.,Private HEI
05 - Bicol Region,Aeronautical Academy of the Philippines,Private HEI
05 - Bicol Region,Ago Medical and Educational Center,Private HEI
05 - Bicol Region,Alfelor Sr. Memorial College,Private HEI
05 - Bicol Region,AMA Computer College-Legazpi City,Private HEI
05 - Bicol Region,Amando Cope College,Private HEI
05 - Bicol Region,Annunciation College of Bacon Sorsogon Unit,Private HEI
05 - Bicol Region,Aroroy Municipal College,LUC
05 - Bicol Region,Ateneo de Naga University,Private HEI
05 - Bicol Region,Baao Community College,LUC
05 - Bicol Region,Belen B. Francisco Foundation-Albay,Private HEI
05 - Bicol Region,Bicol College,Private HEI
05 - Bicol Region,Bicol Merchant Marine College,Private HEI
05 - Bicol Region,Bicol State College of Applied Sciences and Technology,SUC
05 - Bicol Region,BICOL TRAINING AND TECHNOLOGICAL COLLEGE INC.,Private HEI
05 - Bicol Region,Bicol University Gubat Campus,SUC
05 - Bicol Region,Bicol University-College of Agriculture and Forestry,SUC
05 - Bicol Region,Bicol University-Daraga Campus,SUC
05 - Bicol Region,Bicol University-Main,SUC
05 - Bicol Region,Bicol University-Polangui Campus,SUC
05 - Bicol Region,Bicol University-Tabaco Campus,SUC
05 - Bicol Region,Calabanga Community College,LUC
05 - Bicol Region,Camarines Norte College,Private HEI
05 - Bicol Region,Camarines Norte College of Arts and Business,Private HEI
05 - Bicol Region,"Camarines Norte School of Law, Arts and Sciences",Private HEI
05 - Bicol Region,Camarines Norte State College-Abano Campus,SUC
05 - Bicol Region,Camarines Norte State College-Entienza Campus,SUC
05 - Bicol Region,Camarines Norte State College-Labo Campus,SUC
05 - Bicol Region,Camarines Norte State College-Main,SUC
05 - Bicol Region,Camarines Norte State College-Mercedes Campus,SUC
05 - Bicol Region,Camarines Norte State College-Panganiban Campus,SUC
05 - Bicol Region,Camarines Sur Polytechnic College,SUC
05 - Bicol Region,Capalonga College,Private HEI
05 - Bicol Region,"Cataingan Polytechnic Institute, Inc.",Private HEI
05 - Bicol Region,Catanduanes Colleges,Private HEI
05 - Bicol Region,Catanduanes State University-Main,SUC
05 - Bicol Region,Catanduanes State University-Panganiban,SUC
05 - Bicol Region,Ceguera Technological Colleges,Private HEI
05 - Bicol Region,Central Bicol State University of Agriculture-Calabanga,SUC
05 - Bicol Region,Central Bicol State University of Agriculture-Main,SUC
05 - Bicol Region,Central Bicol State University of Agriculture-Pasacao,SUC
05 - Bicol Region,Central Bicol State University of Agriculture-Sipocot,SUC
05 - Bicol Region,Christian Polytechnic Institute of Catanduanes,Private HEI
05 - Bicol Region,City College of Naga,LUC
05 - Bicol Region,Colegio De Sta. Monica of Polangui,Private HEI
05 - Bicol Region,Computer Arts and Technological College,Private HEI
05 - Bicol Region,Computer Arts and Technological College-Ligao City,Private HEI
05 - Bicol Region,Computer Arts and Technological College-Polangui Campus,Private HEI
05 - Bicol Region,Computer Communication Development Institute-Legazpi City,Private HEI
05 - Bicol Region,Computer Communication Development Institute-Naga,Private HEI
05 - Bicol Region,Computer Communication Development Institute-Sorsogon,Private HEI
05 - Bicol Region,Computer Systems Institute,Private HEI
05 - Bicol Region,Daniel B. Peña Memorial College Foundation,Private HEI
05 - Bicol Region,Daraga Community College,LUC
05 - Bicol Region,"Divine Word College of Legazpi, Inc.",Private HEI
05 - Bicol Region,Donsol Community College,LUC
05 - Bicol Region,Dr. Carlos S. Lanting College-Dr. Ruby Lanting Casaul Educational Foundation,Private HEI
05 - Bicol Region,"Dr. Emilio B. Espinosa, Sr. Memorial State College of Agriculture and Technology",SUC
05 - Bicol Region,"Estenias Science Foundation School, Inc.",Private HEI
05 - Bicol Region,Fatima School of Science and Technology,Private HEI
05 - Bicol Region,Felix O. Alfelor Sr. Foundation College,Private HEI
05 - Bicol Region,Forbes College,Private HEI
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Garchitorena,LUC
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Libmanan,LUC
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Siruma,LUC
05 - Bicol Region,Holy Trinity College of Camarines Sur,Private HEI
05 - Bicol Region,Holy Trinity College Seminary,Private HEI
05 - Bicol Region,Immaculate Conception College-Albay,Private HEI
05 - Bicol Region,Infotech Development Systems Colleges,Private HEI
05 - Bicol Region,"King Thomas Learning Academy, Inc.",Private HEI
05 - Bicol Region,La Consolacion College-Daet,Private HEI
05 - Bicol Region,La Consolacion College-Iriga City,Private HEI
05 - Bicol Region,Libon Community College,LUC
05 - Bicol Region,Liceo de Masbate,Private HEI
05 - Bicol Region,Liceo de San Jacinto Foundation,Private HEI
05 - Bicol Region,Ligao Community College,LUC
05 - Bicol Region,"Lower Isarog Foundation Exponent, Inc.",Private HEI
05 - Bicol Region,Luis H. Dilanco Sr. Foundation College,Private HEI
05 - Bicol Region,"Lyceum of St. Dominic, Inc.",Private HEI
05 - Bicol Region,Mabini Colleges,Private HEI
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Canaman,Private HEI
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Legazpi City,Private HEI
05 - Bicol Region,"Mariners' Polytechnic Colleges, Inc.",Private HEI
05 - Bicol Region,Masbate Central Technical Institute,Private HEI
05 - Bicol Region,Masbate Colleges,Private HEI
05 - Bicol Region,"Masbate Polytechnic and Development College, Inc.",Private HEI
05 - Bicol Region,Mater Salutis College Seminary,Private HEI
05 - Bicol Region,"Naga College Foundation, INC.",Private HEI
05 - Bicol Region,Naga View Adventist College,Private HEI
05 - Bicol Region,Oas Community College,LUC
05 - Bicol Region,Osmeña Colleges,Private HEI
05 - Bicol Region,Our Lady of Lourdes College Foundation,Private HEI
05 - Bicol Region,Our Lady of Salvation College,Private HEI
05 - Bicol Region,Partido College,Private HEI
05 - Bicol Region,Partido State University-Caramoan Campus,SUC
05 - Bicol Region,Partido State University-Lagonoy Campus,SUC
05 - Bicol Region,Partido State University-Main,SUC
05 - Bicol Region,Partido State University-Sagñay Campus,SUC
05 - Bicol Region,Partido State University-Salogon Campus,SUC
05 - Bicol Region,Partido State University-San Jose Campus,SUC
05 - Bicol Region,Partido State University-Tinambac Campus,SUC
05 - Bicol Region,"Perpetual Help Paramedical School, Inc.",Private HEI
05 - Bicol Region,Pili Capital College,Private HEI
05 - Bicol Region,PLT College of Guinobatan,Private HEI
05 - Bicol Region,Polangui Community College,LUC
05 - Bicol Region,Polytechnic Institute of Tabaco,Private HEI
05 - Bicol Region,Polytechnic University of the Philippines-Ragay,SUC
05 - Bicol Region,R.G. de Castro Colleges,Private HEI
05 - Bicol Region,Regina Mondi College,Private HEI
05 - Bicol Region,Republic Colleges of Guinobatan,Private HEI
05 - Bicol Region,San Jose Community College,LUC
05 - Bicol Region,San Pascual Polytechnic College,LUC
05 - Bicol Region,Shepherdville College,Private HEI
05 - Bicol Region,Siena College-Tigaon,Private HEI
05 - Bicol Region,Solis Institute of Technology,Private HEI
05 - Bicol Region,Sorsogon College of Criminology,Private HEI
05 - Bicol Region,Sorsogon State University-Bulan Campus,SUC
05 - Bicol Region,Sorsogon State University-Castilla Campus,SUC
05 - Bicol Region,Sorsogon State University-Magallanes Campus,SUC
05 - Bicol Region,Sorsogon State University-Main,SUC
05 - Bicol Region,Southern Bicol Colleges,Private HEI
05 - Bicol Region,Southern Luzon Institute,Private HEI
05 - Bicol Region,Southern Luzon Technological College Foundation-Legazpi,Private HEI
05 - Bicol Region,Southern Luzon Technological College Foundation-Pilar,Private HEI
05 - Bicol Region,Southern Luzon Technological College Foundation-Pioduran,Private HEI
05 - Bicol Region,Southern Masbate Roosevelt College,Private HEI
05 - Bicol Region,"Speed Computer College, Inc.",Private HEI
05 - Bicol Region,"ST. FRANCIS CARACCIOLO CULINARY ACADEMY, INC.",Private HEI
05 - Bicol Region,St. Louise De Marillac College of Sorsogon,Private HEI
05 - Bicol Region,St. Peter Baptist College Foundation,Private HEI
05 - Bicol Region,"Sta. Elena (Camarines Norte) College, Inc.",Private HEI
05 - Bicol Region,STI College Naga,Private HEI
05 - Bicol Region,STI College-Legazpi,Private HEI
05 - Bicol Region,Tabaco College,Private HEI
05 - Bicol Region,Tanchuling College,Private HEI
05 - Bicol Region,The Lewis College,Private HEI
05 - Bicol Region,Tiwi Community College,LUC
05 - Bicol Region,Universidad de Sta. Isabel,Private HEI
05 - Bicol Region,University of Northeastern Philippines,Private HEI
05 - Bicol Region,University of Nueva Caceres,Private HEI
05 - Bicol Region,University of Saint Anthony,Private HEI
05 - Bicol Region,University of Santo Tomas-Legazpi,Private HEI
05 - Bicol Region,Veritas College of Irosin,Private HEI
05 - Bicol Region,West Coast College,Private HEI
05 - Bicol Region,Worldtech Resources Foundation-Iriga City,Private HEI
05 - Bicol Region,Worldtech Resources Foundation-Naga City,Private HEI
05 - Bicol Region,Zamora Memorial College,Private HEI
06 - Western Visayas,ABE International Business College-Iloilo,Private HEI
06 - Western Visayas,ACSI College Iloilo,Private HEI
06 - Western Visayas,Advance Central College,Private HEI
06 - Western Visayas,Aklan Catholic College,Private HEI
06 - Western Visayas,Aklan Polytechnic College,Private HEI
06 - Western Visayas,Aklan State University-Banga Campus,SUC
06 - Western Visayas,Aklan State University-Ibajay Campus,SUC
06 - Western Visayas,Aklan State University-Kalibo Campus,SUC
06 - Western Visayas,Aklan State University-Makato,SUC
06 - Western Visayas,Aklan State University-New Washington,SUC
06 - Western Visayas,Altavas College,LUC
06 - Western Visayas,AMA Computer College-Iloilo,Private HEI
06 - Western Visayas,Batan Integrated College of Technology,LUC
06 - Western Visayas,Cabalum Western College,Private HEI
06 - Western Visayas,Capiz State University-Burias Campus,SUC
06 - Western Visayas,Capiz State University-Dayao,SUC
06 - Western Visayas,Capiz State University-Dumarao Campus,SUC
06 - Western Visayas,Capiz State University-Main,SUC
06 - Western Visayas,Capiz State University-Pilar Campus,SUC
06 - Western Visayas,Capiz State University-Poblacion Mambusao,SUC
06 - Western Visayas,Capiz State University-Pontevedra Campus,SUC
06 - Western Visayas,Capiz State University-Sigma Campus,SUC
06 - Western Visayas,Capiz State University-Tapaz Campus,SUC
06 - Western Visayas,Central Philippine University,Private HEI
06 - Western Visayas,Colegio de la Purisima Concepcion,Private HEI
06 - Western Visayas,Colegio de San Jose-Jaro,Private HEI
06 - Western Visayas,Colegio del Sagrado Corazon de Jesus,Private HEI
06 - Western Visayas,College of St. John-Roxas,Private HEI
06 - Western Visayas,Filamer Christian University,Private HEI
06 - Western Visayas,Garcia College of Technology,Private HEI
06 - Western Visayas,GSEF College,Private HEI
06 - Western Visayas,Guimaras State University-Baterna Campus,SUC
06 - Western Visayas,Guimaras State University-Main,SUC
06 - Western Visayas,Guimaras State University-Mosqueda,SUC
06 - Western Visayas,Hercor College,Private HEI
06 - Western Visayas,Hua Siong College of Iloilo,Private HEI
06 - Western Visayas,Iloilo City Community College,LUC
06 - Western Visayas,Iloilo Doctors' College,Private HEI
06 - Western Visayas,ILOILO MERCHANT MARINE SCHOOL,Private HEI
06 - Western Visayas,Iloilo Science and Technology University-Barotac Nuevo Campus,SUC
06 - Western Visayas,Iloilo Science and Technology University-Dumangas Campus,SUC
06 - Western Visayas,Iloilo Science and Technology University-Leon Campus,SUC
06 - Western Visayas,Iloilo Science and Technology University-Main,SUC
06 - Western Visayas,Iloilo Science and Technology University-Miagao Campus,SUC
06 - Western Visayas,Iloilo State College of Fisheries Science and Technology-Barotac Nuevo Campus,SUC
06 - Western Visayas,Iloilo State College of Fisheries Science and Technology-Dingle Campus,SUC
06 - Western Visayas,Iloilo State College of Fisheries Science and Technology-Dumangas Campus,SUC
06 - Western Visayas,Iloilo State College of Fisheries Science and Technology-Main,SUC
06 - Western Visayas,Iloilo State College of Fisheries Science and Technology-San Enrique Campus,SUC
06 - Western Visayas,Integrated Midwives Association of the Philippines Foundation School of Midwifery,Private HEI
06 - Western Visayas,Interface Computer College-Iloilo,Private HEI
06 - Western Visayas,John B. Lacson Foundation Maritime University-Arevalo,Private HEI
